ENCODED_MCT,MCT_BSE_AR,MCT_NM,MCT_BRD_NUM,MCT_SIGUNGU_NM,HPSN_MCT_ZCD_NM,HPSN_MCT_BZN_CD_NM,ARE_D,MCT_ME_D
0DA8A07267,서울특별시 성동구 성덕정길 79,자애**,,서울 성동구,인삼제품,성수,20170517,
1F803A0080,서울특별시 성동구 성덕정길 80,진식*,,서울 성동구,백반/가정식,성수,20200827,
7F2B4924B4,서울특별시 성동구 성덕정길 82,마블*****,,서울 성동구,축산물,성수,20240516,
224FBAD80C,서울특별시 성동구 성덕정길 91,지수**,,서울 성동구,베이커리,성수,20200327,
355A49D07D,서울특별시 성동구 성덕정길 92,씨장*********,,서울 성동구,베이커리,성수,20240222,
9D837FF7F3,서울특별시 성동구 성덕정길 93,왕족*,,서울 성동구,한식-육류/고기,성수,20170911,
D29AB82613,서울특별시 성동구 성덕정길 93,내고******,,서울 성동구,한식-육류/고기,성수,20210129,
C53BCF7844,서울특별시 성동구 성덕정길 94,수제*****,,서울 성동구,한식-단품요리일반,성수,20230802,
BFDC273AED,서울특별시 성동구 성덕정길 98,언니**,,서울 성동구,커피전문점,성수,20190710,
A7882F4EF8,서울특별시 성동구 성덕정길 99,참참**,치킨29,서울 성동구,치킨,성수,20220118,
4182680D90,서울특별시 성동구 성덕정길 99,붕어***,,서울 성동구,베이커리,성수,20231208,
00803E9174,서울특별시 성동구 성수이로 18,포도****,,서울 성동구,양식,성수,20240208,
770CC873E4,서울특별시 성동구 성수이로 18,글리*,,서울 성동구,카페,성수,20221025,
0CD2370AA8,서울특별시 성동구 성수이로 23,호식**********,치킨38,서울 성동구,치킨,성수,20170727,
A2DEC8B8B8,서울특별시 성동구 성수이로 29,양일**,,서울 성동구,식료품,성수,20171026,
7B8E77F9B2,서울특별시 성동구 성수이로 30,뚝도**,,서울 성동구,한식-육류/고기,성수,20240513,
49DD179441,서울특별시 성동구 성수이로 33,감닭****,,서울 성동구,한식-육류/고기,성수,20190617,
9B061FC959,서울특별시 성동구 성수이로 35,홀리******,,서울 성동구,치킨,성수,20231019,
BBD8478BE6,서울특별시 성동구 성수이로 35,성수******,,서울 성동구,식품 제조,성수,20221027,
8150B24EAD,서울특별시 성동구 성수이로 37,신기*****,,서울 성동구,일식당,성수,20231103,
48F3AA695A,서울특별시 성동구 성수이로 39,현방******,,서울 성동구,한식-육류/고기,성수,20210709,
4018B532A8,서울특별시 성동구 성수이로 51,탐앤********,카페13,서울 성동구,카페,성수,20200131,
F9740CF3C4,서울특별시 성동구 성수이로 51,갈*,,서울 성동구,한식-냉면,성수,20210503,
0B5E2CA162,서울특별시 성동구 성수이로 51,남영*********,,서울 성동구,백반/가정식,성수,20230425,
095A791091,서울특별시 성동구 성수이로 51,담소***************,한식-단품요리일반3,서울 성동구,한식-단품요리일반,성수,20220304,
E4C901B00D,서울특별시 성동구 성수이로 65,성수****,,서울 성동구,중식당,성수,20190228,
C07C0292B5,서울특별시 성동구 성수이로 66,더블********,,서울 성동구,식료품,성수,20230126,
F0A284DA09,서울특별시 성동구 성수이로 66,기*,,서울 성동구,일식당,성수,20240308,
3EA2263A90,서울특별시 성동구 성수이로 71,성수**,,서울 성동구,한식-육류/고기,성수,20210722,
47B04D5AF9,서울특별시 성동구 성수이로 75,페이**,,서울 성동구,양식,성수,20220711,
C1FA7755FC,서울특별시 성동구 성수이로 90,사람************,백반/가정식12,서울 성동구,백반/가정식,성수,20190529,20250729
6DFE8B7651,서울특별시 성동구 성수일로 10,카페******************,,서울 성동구,카페,성수,20190308,
40F82EA1A1,서울특별시 성동구 성수일로 10,스시**,,서울 성동구,일식당,성수,20220214,
85A3A72B48,서울특별시 성동구 성수일로 10,푸라*******,한식-육류/고기29,서울 성동구,한식-육류/고기,성수,20210609,
DA9FEE893A,서울특별시 성동구 성수일로 21,누메*****,,서울 성동구,양식,성수,20200302,
C47DE85D62,서울특별시 성동구 성수일로 27,매*,,서울 성동구,식료품,뚝섬,20231019,
966680A20F,서울특별시 성동구 성수일로 39,메가***********,커피전문점2,서울 성동구,커피전문점,뚝섬,20210319,
505C1CCC24,서울특별시 성동구 성수일로 47,오레***,,서울 성동구,일식당,,20190424,
102BD17A37,서울특별시 성동구 성수일로 47,더 *************,,서울 성동구,요리주점,,20191128,
08336C3B85,서울특별시 성동구 성수일로 47,담소**********,한식-단품요리일반3,서울 성동구,한식-단품요리일반,,20171215,20250702
DA4547AB2F,서울특별시 성동구 성수일로 54,풍년******,,서울 성동구,한식-육류/고기,성수,20201014,
A92743CA52,서울특별시 성동구 성수일로 56,무브************,,서울 성동구,카페,성수,20200810,
DADB178866,서울특별시 성동구 성수일로 77,김가***********,분식1,서울 성동구,분식,뚝섬,20181029,
C7F49C4961,서울특별시 성동구 성수일로 89,제이*,,서울 성동구,카페,뚝섬,20171018,
510366DAA4,서울특별시 성동구 성수일로 95,일차**,,서울 성동구,백반/가정식,뚝섬,20230628,
04A4FBD34D,서울특별시 성동구 성수일로 95,턴업********,,서울 성동구,한식-단품요리일반,뚝섬,20210325,
5A9FD5F5CD,서울특별시 성동구 성수일로 99,김밥**,분식4,서울 성동구,분식,뚝섬,20191122,
55D6CC671E,서울특별시 성동구 성수일로 99,아로**,,서울 성동구,백반/가정식,뚝섬,20230330,
590A329DB9,서울특별시 성동구 성수일로 99,소유*****,,서울 성동구,한식-단품요리일반,뚝섬,20241011,
54EA8467D3,서울특별시 성동구 송정12길 13,한마***,,서울 성동구,축산물,,20230721,
C372007CE6,서울특별시 성동구 송정12길 14,신촌***,,서울 성동구,한식-단품요리일반,,20220531,
90C54E3D50,서울특별시 성동구 송정길 80-3,더 ******,,서울 성동구,베이커리,,20241119,
DA4DC755CB,서울특별시 성동구 송정길 82-3,송정**,,서울 성동구,커피전문점,,20230904,
3F3F64EAED,서울특별시 성동구 아차산로 18,어묵******,,서울 성동구,식료품,뚝섬,20220706,
735E70DD2F,서울특별시 성동구 아차산로 42,죽이******,한식-죽3,서울 성동구,한식-죽,뚝섬,20241126,
7A666E6612,서울특별시 성동구 아차산로 46,뚝도**,,서울 성동구,와인바,뚝섬,20221027,
E6BF54CE96,서울특별시 성동구 아차산로 48,뚝섬******,커피전문점4,서울 성동구,커피전문점,뚝섬,20210827,
6C3EFED516,서울특별시 성동구 아차산로 49,토마********,분식17,서울 성동구,분식,뚝섬,20220825,
B8C1E9F4C6,서울특별시 성동구 아차산로 49,오*,,서울 성동구,카페,뚝섬,20230905,
474B033710,서울특별시 성동구 아차산로 49,파스*******,커피전문점14,서울 성동구,커피전문점,뚝섬,20170918,
50A34DE644,서울특별시 성동구 아차산로 49,매머***********,,서울 성동구,커피전문점,뚝섬,20201231,
F7CED7B6BD,서울특별시 성동구 아차산로 49,밥플*****************,,서울 성동구,백반/가정식,뚝섬,20230425,
A1DD765AC4,서울특별시 성동구 아차산로 49,오늘******,,서울 성동구,한식-찌개/전골,뚝섬,20240627,
1B0AE78A30,서울특별시 성동구 아차산로 54,라쿵****,,서울 성동구,베이커리,뚝섬,20240517,
BF95976F07,서울특별시 성동구 아차산로 66,파트**********,,서울 성동구,커피전문점,성수,20240314,
202266AAE4,서울특별시 성동구 아차산로 84,쿠키*,,서울 성동구,한식-단품요리일반,성수,20220421,20250728
7BB9A47821,서울특별시 성동구 아차산로 87,생강********,,서울 성동구,분식,성수,20240903,
0050D68B18,서울특별시 성동구 아차산로 87,70**************,,서울 성동구,룸살롱/단란주점,성수,20230531,
73FBCF7FB1,서울특별시 성동구 아차산로 92,베스****,,서울 성동구,식료품,성수,20220908,
7FBBD87F5E,서울특별시 성동구 아차산로 92,기왕***,,서울 성동구,한식-육류/고기,성수,20190306,
0CF7026A60,서울특별시 성동구 아차산로 92,고*,,서울 성동구,일식-덮밥/돈가스,성수,20191204,
1025481D02,서울특별시 성동구 아차산로 96,나이*****,,서울 성동구,담배,성수,20190531,
CB17914E57,서울특별시 성동구 아차산로 96,규카******,,서울 성동구,일식당,성수,20230821,20250716
43B23BDD6B,서울특별시 성동구 아차산로 96,홍콩***********,중식당9,서울 성동구,중식당,성수,20210812,
180F6A644D,서울특별시 성동구 아차산로 96,컴포********,커피전문점11,서울 성동구,커피전문점,성수,20190507,
9B39FC5C56,서울특별시 성동구 아차산로 96,광장**,,서울 성동구,한식-육류/고기,성수,20190909,
6F46C2ECBD,서울특별시 성동구 아차산로 96,보승*******,,서울 성동구,한식-국밥/설렁탕,성수,20240816,
10320FAE94,서울특별시 성동구 아차산로 97,투파********,,서울 성동구,양식,성수,20221125,
96CC46E113,서울특별시 성동구 연무장1길 7,따우******,,서울 성동구,카페,성수,20240730,
404C43C6FA,서울특별시 성동구 연무장3길 3,마야******,,서울 성동구,양식,성수,20240626,
2445E4D19D,서울특별시 성동구 연무장3길 6,로우*,,서울 성동구,카페,성수,20180703,
108EC801B1,서울특별시 성동구 연무장7길 4,성수******,,서울 성동구,한식-감자탕,성수,20170424,
9A37DEDA8A,서울특별시 성동구 연무장7길 4,소문**************,,서울 성동구,한식-감자탕,성수,20220829,
C950C04B17,서울특별시 성동구 연무장7길 5,노다*,,서울 성동구,식료품,성수,20190524,
B671472E12,서울특별시 성동구 연무장7길 7,토원****,,서울 성동구,백반/가정식,성수,20190821,
A1B1D7C33E,서울특별시 성동구 연무장7길 7,핵밥****,,서울 성동구,일식-덮밥/돈가스,성수,20231129,
56AB36BDAF,서울특별시 성동구 연무장7길 8,메탈***,,서울 성동구,카페,성수,20230809,
A3298F3389,서울특별시 성동구 연무장9길 4,태*,,서울 성동구,백반/가정식,성수,20240708,
3B2E13DA95,서울특별시 성동구 연무장9길 4,디엑*********,,서울 성동구,한식-단품요리일반,성수,20230329,
E5B4CAB28C,서울특별시 성동구 연무장9길 6,핌피***,,서울 성동구,양식,성수,20240419,
37AA28CAF8,서울특별시 성동구 연무장9길 6,스테*,,서울 성동구,카페,성수,20210909,
6958CB3DC0,서울특별시 성동구 연무장길 12,이로*,,서울 성동구,이자카야,성수,20190409,
B8D4C536C4,서울특별시 성동구 연무장길 12,뮤직******,,서울 성동구,한식-단품요리일반,성수,20240311,
FC4D2DC52C,서울특별시 성동구 연무장길 14,롤앤*,,서울 성동구,기타세계요리,성수,20230711,
19C9B789DA,서울특별시 성동구 연무장길 18,이오*,,서울 성동구,양식,성수,20200729,
23F50506A9,서울특별시 성동구 연무장길 20,칸토*******,,서울 성동구,한식-단품요리일반,성수,20200120,
2A4B681277,서울특별시 성동구 연무장길 38,기러******,,서울 성동구,양식,성수,20220228,
F6B42598BE,서울특별시 성동구 연무장길 44,길동**,,서울 성동구,일식-우동/소바/라면,성수,20180723,
D5D64A7CE8,서울특별시 성동구 연무장길 50,초이*******,,서울 성동구,일식당,성수,20230420,
8D4E12726C,서울특별시 성동구 연무장길 54,소프**,,서울 성동구,아이스크림/빙수,성수,20230421,
680E102527,서울특별시 성동구 연무장길 60,헤이**,,서울 성동구,피자,성수,20190104,
0B08F64E3F,서울특별시 성동구 연무장길 60,32******,,서울 성동구,요리주점,성수,20170615,
3183771CC5,서울특별시 성동구 연무장길 60,성수**,,서울 성동구,한식-국수/만두,성수,20231122,
693A6576E9,서울특별시 성동구 연무장길 76,매머**************,,서울 성동구,커피전문점,성수,20210205,
335B38273C,서울특별시 성동구 연무장길 81,아쿠***************,,서울 성동구,카페,성수,20210615,
434671439E,서울특별시 성동구 연무장길 81,러프**,,서울 성동구,카페,성수,20211019,
895BBD5C5B,서울특별시 성동구 연무장길 84,퍼프************,,서울 성동구,카페,,20230523,
C3BF4915D5,서울특별시 성동구 연무장길 94,칠칠********************,,서울 성동구,양식,,20220411,
7A29E2FB9F,서울특별시 성동구 연무장길 94,로우*****,,서울 성동구,커피전문점,,20200611,
6667AD4338,서울특별시 성동구 왕십리로 16,대흥*****,,서울 성동구,한식-육류/고기,,20191129,
2CB43F0D78,서울특별시 성동구 왕십리로 50,삼청********,,서울 성동구,한식-단품요리일반,,20230518,
C3D51FA850,서울특별시 성동구 왕십리로 58,소랑**,,서울 성동구,양식,,20200818,
32425BE27F,서울특별시 성동구 왕십리로 58,도쎄***,,서울 성동구,양식,,20210712,20230530
43A4217D54,서울특별시 성동구 왕십리로 58,도쎄***,,서울 성동구,양식,,20230530,
B162012869,서울특별시 성동구 왕십리로 58,스낵****,,서울 성동구,일식당,,20230816,
B021B15DA5,서울특별시 성동구 왕십리로 58,프랭*********,,서울 성동구,햄버거,,20240701,
936ABF3C7F,서울특별시 성동구 왕십리로 58,육*,,서울 성동구,한식-육류/고기,,20240104,
9A27CDDD2A,서울특별시 성동구 왕십리로 64,서울******,,서울 성동구,커피전문점,,20200423,
FAB0188A01,서울특별시 성동구 왕십리로 66,비엔************,카페6,서울 성동구,카페,,20200217,
D5845DCD06,서울특별시 성동구 왕십리로 84,멀티*******,,서울 성동구,커피전문점,뚝섬,20230829,
95697BBAEC,서울특별시 성동구 왕십리로 94,배스**********,아이스크림/빙수1,서울 성동구,아이스크림/빙수,뚝섬,20241114,
B5985767EC,서울특별시 성동구 용답15길 14,용답**,,서울 성동구,농산물,답십리,20230207,
E9CCC6C53D,서울특별시 성동구 용답15길 14,용답*****,,서울 성동구,식료품,답십리,20190723,
9FF4B1EA10,서울특별시 성동구 용답19길 10,미스********,,서울 성동구,일식당,답십리,20240618,
0AF7BD60A5,서울특별시 성동구 용답19길 11,카페***,,서울 성동구,카페,답십리,20200928,
DBC4830070,서울특별시 성동구 용답19길 12,경성*******,,서울 성동구,요리주점,답십리,20240607,
811C8862F1,서울특별시 성동구 용답19길 13,코다******,,서울 성동구,한식-단품요리일반,답십리,20200824,
50E5564482,서울특별시 성동구 용답19길 14,목포**,,서울 성동구,백반/가정식,답십리,20191029,
5840B960CE,서울특별시 성동구 용답19길 15,인생***,,서울 성동구,치킨,답십리,20200428,
2B2AD47693,서울특별시 성동구 용답19길 17,김뚜************,,서울 성동구,한식-찌개/전골,답십리,20240821,
420DCCAD41,서울특별시 성동구 용답19길 18,양평***,한식-국밥/설렁탕9,서울 성동구,한식-국밥/설렁탕,답십리,20200623,
A1886B3C8E,서울특별시 성동구 용답23길 19,컨티*************************,,서울 성동구,카페,답십리,20220728,20250801
61574AF3E1,서울특별시 성동구 용답25길 22,공유************,,서울 성동구,카페,답십리,20220816,20250107
B64B92DCCE,서울특별시 성동구 용답25길 27,사이*************,,서울 성동구,식료품,답십리,20230329,
36BBE40E4D,서울특별시 성동구 용답29길 15,나으*,,서울 성동구,백반/가정식,답십리,20171101,
4076B62091,서울특별시 성동구 용답29길 19,또봉***,치킨17,서울 성동구,치킨,답십리,20240425,
F8EB6EC7ED,서울특별시 성동구 용답29길 26,용답**,,서울 성동구,호프/맥주,답십리,20231025,
C068094A9E,서울특별시 성동구 용답29길 26,불티**,,서울 성동구,한식-육류/고기,답십리,20220707,
A364FF986F,서울특별시 성동구 용답29길 32,한스****************,,서울 성동구,일반 유흥주점,답십리,20240509,
36E3A686C1,서울특별시 성동구 장터5가길 6,코코***,,서울 성동구,카페,금남시장,20211019,
95E0DF59CC,서울특별시 성동구 장터5길 9-1,키친***************,,서울 성동구,양식,금남시장,20191128,
2D1CF66EC7,서울특별시 성동구 장터길 13-1,오남***,,서울 성동구,한식-육류/고기,,20171110,
BE122C35E1,서울특별시 성동구 장터길 13-1,이유**********,,서울 성동구,한식-단품요리일반,,20230307,
502C539374,서울특별시 성동구 장터길 14-1,좋은*******,,서울 성동구,카페,,20200914,
14B24AF78E,서울특별시 성동구 장터길 14-2,먼치*,,서울 성동구,햄버거,,20201112,
4546CB7E88,서울특별시 성동구 장터길 15-2,금호****,,서울 성동구,요리주점,,20230331,
4A46FE0E71,서울특별시 성동구 장터길 17-1,돈*,,서울 성동구,양식,,20230405,
5AD0940FDD,서울특별시 성동구 장터길 17-2,백억*******,,서울 성동구,카페,,20231107,
4FAFEFC9D2,서울특별시 성동구 장터길 21-1,퇴근***,,서울 성동구,요리주점,,20171117,
AF043B6773,서울특별시 성동구 장터길 22-2,춘리*********,,서울 성동구,중식당,금남시장,20230323,
1BC191ACDA,서울특별시 성동구 장터길 27-1,베쌀*,,서울 성동구,동남아/인도음식,금남시장,20171123,
24CE0F822B,서울특별시 성동구 장터길 27-2,쉼*,,서울 성동구,양식,금남시장,20190508,
11917ED05B,서울특별시 성동구 장터길 27-2,백채*****,한식-찌개/전골1,서울 성동구,한식-찌개/전골,금남시장,20180611,
37EDF0B2C1,서울특별시 성동구 장터길 28-1,쿠*,,서울 성동구,이자카야,금남시장,20190715,
11191365FD,서울특별시 성동구 장터길 29-1,목화**,,서울 성동구,카페,금남시장,20181120,
52E7464F5E,서울특별시 성동구 장터길 29-1,올레*******,,서울 성동구,호프/맥주,금남시장,20241023,
C719A39BCF,서울특별시 성동구 장터길 30-1,다락*,,서울 성동구,요리주점,금남시장,20170504,
AE732EF39B,서울특별시 성동구 장터길 35-1,쿨*,,서울 성동구,요리주점,금남시장,20190125,
F0334CCD5D,서울특별시 성동구 장터길 35-1,큰집*******,,서울 성동구,포장마차,금남시장,20181120,
B2672BB7CB,서울특별시 성동구 장터길 36-2,경성**,,서울 성동구,한식-육류/고기,금남시장,20240822,
9C602C8E96,서울특별시 성동구 장터길 37-1,주당**,,서울 성동구,요리주점,금남시장,20221024,
77CCF7C070,서울특별시 성동구 장터길 38-1,동네**,,서울 성동구,한식-해물/생선,금남시장,20200610,
4BCCEFE9EE,서울특별시 성동구 장터길 38-1,마라******,,서울 성동구,중식-훠궈/마라탕,금남시장,20210129,
3D35397FAB,서울특별시 성동구 장터길 41-1,호주*********,,서울 성동구,건강식품,금남시장,20241209,
499F3ECFD7,서울특별시 성동구 장터길 43-2,오늘****,,서울 성동구,한식-단품요리일반,금남시장,20220509,20250714
0E46A72EBB,서울특별시 성동구 장터길 43-3,땅스********,,서울 성동구,한식-단품요리일반,금남시장,20201007,
785B99118A,서울특별시 성동구 장터길 44-2,오츠**,,서울 성동구,이자카야,금남시장,20210319,
809AD8FA0F,서울특별시 성동구 장터길 45-1,계동*****,치킨5,서울 성동구,치킨,금남시장,20181016,
8C8645E2B5,서울특별시 성동구 한림말3길 2,데비*******,,서울 성동구,일반 유흥주점,옥수,20220114,
A9897F7C55,서울특별시 성동구 한림말길 24,옥수*****,,서울 성동구,주스,옥수,20240604,
8BFDD0339E,서울특별시 성동구 한림말길 31,카페*******,,서울 성동구,카페,옥수,20231124,
BC088F9E92,서울특별시 성동구 한림말길 31,동보*,,서울 성동구,중식당,옥수,20190610,
E684B115A0,서울특별시 성동구 한림말길 31,우주**,,서울 성동구,백반/가정식,옥수,20210927,
3481C0108F,서울특별시 성동구 한림말길 33,옥수**,,서울 성동구,일식-참치회,옥수,20170913,
D87CAF8855,서울특별시 성동구 한림말길 37,옥수*****,,서울 성동구,분식,옥수,20240906,
239B67CD70,서울특별시 성동구 한림말길 37,한남****,,서울 성동구,일식-초밥/롤,옥수,20240207,
EFC23E5401,서울특별시 성동구 한림말길 48,오하****,,서울 성동구,베이커리,옥수,20170331,
B7958D77E3,서울특별시 성동구 한림말길 56,포몬*****,동남아/인도음식5,서울 성동구,동남아/인도음식,옥수,20200630,
8E1FCF09CD,서울특별시 성동구 행당로1길 7,남도*********,,서울 성동구,분식,,20230220,
73EAEB36C5,서울특별시 성동구 행당로1길 7,스윗***,,서울 성동구,식료품,,20201224,
3D972997F9,서울특별시 성동구 행당로1길 7,국가****,,서울 성동구,백반/가정식,,20200723,
3C76B0425D,서울특별시 성동구 행당로1길 7,전기****,,서울 성동구,한식-단품요리일반,,20230803,
178A3B9A58,서울특별시 성동구 행당로1길 8,달꽃*,,서울 성동구,농산물,,20230113,
A2D9C941A9,서울특별시 성동구 행당로5길 2,메가***********,커피전문점2,서울 성동구,커피전문점,,20220823,
24B47BE5E4,서울특별시 성동구 행당로8길 3,TH********,,서울 성동구,아이스크림/빙수,행당,20180612,
768A5CD0A0,서울  성동구  독서당로40길  39,육연*,,서울 성동구,한식-단품요리일반,옥수,20120816,
DB794CF0E3,서울  성동구  마장로29길  46-1,빅토***,,서울 성동구,분식,마장동,20060105,
3C918D8F6A,서울  성동구  성수일로11길  11,동치*,,서울 성동구,한식-찌개/전골,뚝섬,20120423,
C8ECC49AA2,서울  성동구  성수일로12길  34,성수**,,서울 성동구,한식-해물/생선,성수,20120321,
6F49465F62,서울  성동구  왕십리로24길  29,옛날****,,서울 성동구,농산물,왕십리,20120924,
03360C97C5,서울  성동구  용답중앙11길  20,레벤**,,서울 성동구,호프/맥주,답십리,20120607,
1DF52E7C5F,서울  성동구  용답중앙15길  16,배스****,아이스크림/빙수1,서울 성동구,아이스크림/빙수,답십리,20120523,
38277AF289,서울 성동구 고산자로24길 14-2.,제인**,,서울 성동구,축산물,마장동,20091109,
946258597D,서울 성동구 고산자로24길 14-2.,신숯***,,서울 성동구,한식-육류/고기,마장동,20151229,
EC8722B2DA,서울 성동구 광나루로11길 14-1.,꾸리**,,서울 성동구,베이커리,,20110926,
0A6388B8A5,서울 성동구 광나루로2길 34-17.,슬로*******,,서울 성동구,피자,성수,20130529,
3864418FCC,서울 성동구 독서당로46가길 28.,노컷******************,,서울 성동구,백반/가정식,금남시장,20181029,
16C1722BC0,서울 성동구 독서당로51길 23-1.,디무*********,,서울 성동구,양식,,20151020,
2F35E163EB,서울 성동구 마장로27가길 27-6.,촬*,,서울 성동구,한식-육류/고기,,20090427,
1ED630331D,서울 성동구 마장로27가길 27-6.,송가******,,서울 성동구,한식-육류/고기,,20130130,
5099D60AF1,서울 성동구 성수일로12길 16-1.,남원******,,서울 성동구,한식-국밥/설렁탕,성수,20130111,
925AC1B723,서울 성동구 아차산로17길 14-1.,뽀식**,,서울 성동구,백반/가정식,,20160610,
2C1B90C392,서울 성동구 왕십리로10길 19-2.,레타*********,,서울 성동구,한식-단품요리일반,뚝섬,20200602,
8177FA0EF1,서울 성동구 왕십리로14길 12-1.,카페**,,서울 성동구,카페,뚝섬,20161012,
28DC0855AC,서울 성동구 왕십리로14길 22-2.,비밀****,,서울 성동구,카페,뚝섬,20150330,
7EE617798C,서울 성동구 왕십리로14길 26-2.,자금*,,서울 성동구,중식당,뚝섬,20161208,
FEBEA35A73,서울 성동구 왕십리로24길 10-1.,조박****,,서울 성동구,한식-육류/고기,왕십리,20060310,
A107D94EC1,서울 성동구 왕십리로24길 13-1.,만*,,서울 성동구,호프/맥주,왕십리,20140724,
DA7C0F3255,서울 성동구 왕십리로24길 16-1.,성식******,,서울 성동구,한식-육류/고기,,20140822,
0255C174CC,서울 성동구 왕십리로24나길 10.,달구*,,서울 성동구,한식-육류/고기,왕십리,20140915,
67309EAD75,서울 성동구 왕십리로28길 28-1.,떡세*,,서울 성동구,백반/가정식,,20201005,
20BF89EDFA,서울 성동구 왕십리로31가길 31.,산수*******,,서울 성동구,한식-해물/생선,,20091223,
B51D3CC6E0,서울 성동구 왕십리로31나길 24.,어울**,,서울 성동구,백반/가정식,,20161027,
1710309E11,서울 성동구 왕십리로31나길 33.,24*********,,서울 성동구,카페,,20170629,
2143174547,서울 성동구 용답중앙13길 15-1.,슬로***,,서울 성동구,카페,답십리,20141125,
83452EE395,서울 성동구 용답중앙15길 10-1.,하노********,,서울 성동구,요리주점,답십리,20160706,
45D355879A,서울 성동구 용답중앙15길 15-6.,스시**,,서울 성동구,일식당,,20231107,
0FA542A8DB,서울 성동구 자동차시장1길 70 .,대지**,,서울 성동구,카페,장한평자동차,20190625,
9042A5401C,서울 성동구 자동차시장1길 96 .,비바***,,서울 성동구,카페,장한평자동차,20181004,20250806
74E2CC9A6B,서울특별시 성동구 고산자로 130,블랙**,,서울 성동구,카페,,20240409,
8F2E3CF4D7,서울특별시 성동구 고산자로 164,순한****,,서울 성동구,축산물,,20191209,
00646B6673,서울특별시 성동구 고산자로 164,봉밀******,,서울 성동구,한식-냉면,,20220106,
C174E3CA47,서울특별시 성동구 고산자로 177,깜닭**,치킨9,서울 성동구,치킨,,20240528,
A9B8207363,서울특별시 성동구 고산자로 177,드립*****,,서울 성동구,카페,,20230719,
4BA019BAEF,서울특별시 성동구 고산자로 177,케키*******,,서울 성동구,식료품,,20240129,
82FE8B6C05,서울특별시 성동구 고산자로 177,한우***,,서울 성동구,한식-육류/고기,,20180626,
EB0EDEEF49,서울특별시 성동구 고산자로 177,형제**,,서울 성동구,한식-육류/고기,,20230214,
153D5AC634,서울특별시 성동구 고산자로 194,포케*******,,서울 성동구,기타세계요리,,20231129,
B638F301B1,서울특별시 성동구 고산자로 197,무학********,,서울 성동구,식료품,행당,20240604,
730E4C7574,서울특별시 성동구 고산자로 198,홍연********,,서울 성동구,한식-단품요리일반,왕십리,20240507,20250728
975338EB45,서울특별시 성동구 고산자로 201,맘스*******,햄버거2,서울 성동구,햄버거,왕십리,20210531,
ACEE39AB64,서울특별시 성동구 고산자로 201,복호******,,서울 성동구,베이커리,왕십리,20240115,
56CE6776C6,서울특별시 성동구 고산자로 212,구내**,,서울 성동구,구내식당/푸드코트,왕십리,20220920,
066E49F118,서울특별시 성동구 고산자로 234,키즈***,,서울 성동구,인삼제품,왕십리,20201217,
0220D6AA93,서울특별시 성동구 고산자로 253,프롬***************,카페14,서울 성동구,카페,왕십리,20170704,
21A130787D,서울특별시 성동구 고산자로 275,플러**********,,서울 성동구,카페,왕십리,20240801,
26034FF5B2,서울특별시 성동구 고산자로 277,도선**,,서울 성동구,백반/가정식,왕십리,20231213,
8D1EB6E432,서울특별시 성동구 고산자로 281,제일***,,서울 성동구,한식-육류/고기,왕십리,20230609,
FDAA673A8F,서울특별시 성동구 고산자로 281,제일**,,서울 성동구,한식-찌개/전골,왕십리,20170216,
557D0AECD2,서울특별시 성동구 고산자로 284,하얀****,,서울 성동구,분식,왕십리,20170614,
2C2BF9EB44,서울특별시 성동구 고산자로 284,매머*********,카페4,서울 성동구,카페,왕십리,20241011,
CDF016103F,서울특별시 성동구 고산자로 284,정육***,,서울 성동구,축산물,왕십리,20210106,
8221C4D066,서울특별시 성동구 고산자로 284,봉평*******,,서울 성동구,한식-국수/만두,왕십리,20180724,
B93D0BD7EA,서울특별시 성동구 고산자로 284,마장**,,서울 성동구,한식-육류/고기,왕십리,20240930,
46F56D0D63,서울특별시 성동구 고산자로 293,메가************,커피전문점2,서울 성동구,커피전문점,왕십리,20220519,
81135EEC23,서울특별시 성동구 고산자로 293,배들**,,서울 성동구,한식-찌개/전골,왕십리,20190705,
1674C40960,서울특별시 성동구 고산자로 294,하이*****,,서울 성동구,한식-육류/고기,왕십리,20210406,
3573438877,서울특별시 성동구 고산자로 297,문토******,,서울 성동구,이자카야,왕십리,20241122,
FA5BFF2F5E,서울특별시 성동구 고산자로 297,한우**,,서울 성동구,한식-육류/고기,왕십리,20230607,
ED7C41B517,서울특별시 성동구 고산자로 297,왕십****,,서울 성동구,한식-육류/고기,왕십리,20231108,
6384E450BD,서울특별시 성동구 고산자로 299,조교**,,서울 성동구,한식뷔페,왕십리,20240403,
26D174D6A5,서울특별시 성동구 고산자로 304,경성***,,서울 성동구,한식-육류/고기,,20190401,
5159C627D2,서울특별시 성동구 고산자로 306,서울**,,서울 성동구,분식,,20170208,
D6C06FDF89,서울특별시 성동구 고산자로 306,인디**,,서울 성동구,호프/맥주,,20170512,
8C6E34858D,서울특별시 성동구 고산자로 308,플래*****************,,서울 성동구,한식-단품요리일반,,20180525,
E9FD5A6490,서울특별시 성동구 고산자로 337,전라***,,서울 성동구,한식-단품요리일반,마장동,20211208,
AB68D92311,서울특별시 성동구 고산자로 339,비비*******,치킨2,서울 성동구,치킨,마장동,20240701,
8839A42F11,서울특별시 성동구 고산자로 341,야시****,,서울 성동구,룸살롱/단란주점,마장동,20181011,
14AAC1149B,서울특별시 성동구 고산자로 349,덕성**,,서울 성동구,축산물,마장동,20161005,
